,학교명,위도,경도,주변_상권_코드_명,주변_상권_코드,주변_상권_엑스좌표_값,주변_상권_와이좌표_값,주변_상권_거리
845,서울공릉초등학교,37.61861443,127.0746314,태릉입구역,3120086,206799,457730,218.1182742929026
846,덕수중학교,37.56557957,126.9969973,을지로4가역,3120033,199709,451926,145.63822695859355
847,서울동명초등학교,37.56812285,127.0351082,성동구보건소,3110117,203124,451949,118.62703782543967
848,서울길동초등학교,37.5385062,127.1449729,길동복조리시장,3130324,212690,448844,135.00856180273632
849,숭실중학교,37.59327482,126.9024039,내를건너서숲으로도서관,3110446,191796,454593,494.1981276991945
850,개웅중학교,37.4875269,126.8510711,개웅초등학교(개웅중학교),3110698,187021,443233,218.0560021563012
851,서울성수초등학교,37.54433609,127.0631674,성수초등학교,3110137,205519,449630,212.8809203535078
852,서울숭덕초등학교,37.6038198,127.013291,정릉아리랑시장,3130119,201059,455924,154.08310779271494
853,배화여자중학교,37.57954401,126.9672919,배화여자대학교(박노수미술관),3110008,197093,453418,86.8133673704686
854,서울안산초등학교,37.57916901,126.9522097,독립문역 1번,3110002,196220,452912,582.4412695197102
855,한영외국어고등학교,37.54914056,127.1577731,한영중고,3111086,213661,449837,310.8166339412227
856,양강중학교,37.52491016,126.849688,신월2동주민센터,3110608,186375,447299,338.5721888848858
857,청량고등학교,37.588886,127.051311,시조사삼거리,3110208,204642,454283,140.7827776101758
858,서울계상초등학교,37.66219777,127.0686777,계상초등학교,3110425,206006,462411,111.25597013638759
859,혜원여자중학교,37.59327987,127.0970427,혜원여고,3110270,208593,454695,168.02192518697612
860,서울영본초등학교,37.51129869,126.9486724,본동인정시장(기능상실),3130267,195675,445816,220.3820317365293
861,서울영신초등학교,37.51017196,126.9181917,대신시장,3130259,192707,445752,130.4203393878504
862,염광중학교,37.6302165,127.0492646,번동주공2단지,3110381,203912,458714,500.1020286580254
863,서울덕암초등학교,37.6666212,127.0814598,당고개역 2번,3110437,206846,463073,348.7452137284945
864,잠신중학교,37.51613937,127.087802,잠실새내역(신천),3120225,207301,445671,779.2022038299149
865,삼각산고등학교,37.61628573,127.0201333,송천동주민센터,3110363,202008,457606,302.1213537349856
866,정의여자고등학교,37.65335584,127.0324273,쌍문2동우체국,3110398,203278,461696,450.08189958913846
867,동원중학교,37.60380725,127.1094981,망우본동주민센터,3110278,209142,455775,585.9412908205879
868,계성초등학교,37.5049159,126.9968257,고속터미널(고속터미널역),3120167,200465,445065,745.8268276244979
869,가재울중학교,37.57517186,126.9099537,북가좌초등학교,3110493,191669,452953,390.1489539682386
870,백암고등학교,37.51219626,126.844377,지향초등학교,3110603,185868,445909,375.3248830257943
871,배재중학교,37.55505939,127.1502473,고덕역,3120249,213696,450444,457.6622050425183
872,서울계남초등학교,37.51016776,126.8600159,고척동성당,3110701,187600,445118,524.3477512666494
873,서울목원초등학교,37.54291947,126.8824459,신목동역,3110628,189379,449524,341.08115220769116
874,신상중학교,37.65190308,127.0639869,노원역,3120081,205487,461761,426.44739687434105
875,상경중학교,37.66714877,127.0537053,마들역,3120080,205070,462922,358.14543615720305
876,효문중학교,37.65269871,127.0184005,효문고등학교,3110385,201627,461645,192.9475209294055
877,화곡보건경영고등학교,37.5484056,126.8326573,송화벽화시장(송화골목시장),3130214,185468,449994,276.24690187807175
878,대원여자고등학교,37.56249619,127.0894052,대원고등학교,3110168,207751,451529,170.6687580164383
879,서울국제고등학교,37.59179115,126.9954907,성북초등학교앞,3110283,199941,454796,354.8783515726088
880,양진중학교,37.54457517,127.0983485,광나루역 1번,3110179,209122,449629,464.12732811540894
881,선린인터넷고등학교,37.54278138,126.9660387,효창공원앞역 2번,3110064,196816,449203,189.3538271945686
882,신서중학교,37.51596644,126.8550164,신정3동 골목시장,3130206,187022,446574,329.6363598597482
883,동일여자고등학교,37.45193626,126.9158199,동일여자고등학교,3110755,192287,439057,288.88924447583065
884,서울동답초등학교,37.57150142,127.0640341,촬영소사거리,3110225,205617,452236,209.65014981771787
885,서울태릉초등학교,37.6231024,127.0850589,화랑대철도공원,3110442,207943,458309,455.57569194117383
886,서울북한산초등학교,37.65363208,126.9504624,하나고등학교,3110492,194584,460074,1813.7008341056605
887,서울수명초등학교,37.55277267,126.8238445,강서농산물도매시장,3120117,184207,450391,227.84075175038623
888,여의도고등학교,37.52505101,126.9342192,여의도역(여의도),3120149,193481,447024,751.5783575897058
889,서울상암초등학교,37.57633795,126.8923219,상암동상점가,3130183,190781,453048,300.09707815711533
890,서울경수초등학교,37.54043667,127.0580668,경수초등학교,3110136,205299,449009,167.8887274272646
891,백석중학교,37.54829091,126.8589539,백석중학교,3110672,187594,449689,193.08675088206374
892,서울디자인고등학교,37.54670177,126.9469053,대흥역 2번,3110578,195146,449859,235.00350501533606
893,서울창천초등학교,37.55491782,126.9392951,대흥동주민센터,3110575,194807,450616,171.57681509663539
894,서울대방초등학교,37.50290012,126.9190202,보라매역 6번,3110813,192848,444620,209.2485124157274
895,서울양전초등학교,37.49028284,127.0694253,강남개포시장,3130310,205978,443274,223.2802275253287
896,중동중학교,37.48851679,127.078612,대청초등학교,3110997,207481,443569,626.6253258979342
897,매원초등학교,37.59767468,127.0191869,성신여대입구역 7번,3110301,201622,455143,214.59117408000765
898,충암초등학교,37.58464029,126.9218095,명지대학교교회,3110503,193247,453681,268.1298041082549
899,서울대왕초등학교,37.46462117,127.1055912,대왕초등학교(세곡동사거리서남측),3111000,209464,440465,170.04166664424798
900,한성여자고등학교,37.5830649,127.0117841,한성대입구역 3번,3110291,200879,454012,330.90678959046284
901,서울상지초등학교,37.57975102,126.8820736,DMC(디지털미디어시티),3120098,190266,453378,682.7820650087898
902,서울월정초등학교,37.53499419,126.8362936,신영시장,3130202,185484,448177,228.5036404977781
903,대치중학교,37.48457751,127.0470652,도곡2동주민센터(대치중학교),3110978,204135,442692,105.16084144925658
904,세곡중학교,37.47198073,127.0918862,은곡마을(은곡마을공원),3110998,208665,440810,796.4717882189623
905,서울명덕초등학교,37.55676233,127.1450815,명일역,3120248,212758,450202,614.9805955289289
906,대방중학교,37.49543678,126.9130162,KT대방빌딩,3110797,191953,444056,359.1523774911384
907,영락중학교,37.5969603,126.9251334,백련산해모로아파트,3110475,193130,455354,272.3312656451347
908,경신고등학교,37.59222582,126.999531,성북초등학교앞,3110283,199941,454796,58.62368200452489
909,노일중학교,37.67260103,127.0535508,노원초등학교,3110416,205046,463673,321.84781424223485
910,서울장곡초등학교,37.61683137,127.0481552,장곡초등학교,3110325,204065,457480,186.6686476558906
911,서울문백초등학교,37.44709025,126.8986974,KT금천빌딩(금천구시설관리공단),3110742,191404,438635,368.0491155897794
912,일신여자중학교,37.50177714,127.1142413,송파역 2번,3111016,210199,444586,155.71618960226357
913,서울길음초등학교,37.61363115,127.01666,서경대학교,3110294,201084,456815,490.19785225244146
914,누원고등학교,37.68556896,127.0499327,누원고등학교,3110413,204198,464883,300.45752935470284
915,서울잠동초등학교,37.51833846,127.099931,잠실나루역,3111011,209225,446847,494.34620575679634
916,온곡중학교,37.66058142,127.0643327,노원역 9번,3110422,205580,462171,184.9122283220657
917,서울행현초등학교,37.55770899,127.029368,행당역 2번,3110112,202776,451078,247.3738720741619
918,마곡중학교,37.56790712,126.8214009,공항고등학교,3110641,183939,452510,534.7956151045828
919,당곡중학교,37.4923589,126.9326777,당곡중학교,3110873,193763,443532,310.2146128400438
920,서울염동초등학교,37.55209548,126.8723509,염창무학아파트,3110678,189066,450086,403.2124930205988
921,도봉고등학교,37.68675501,127.0425784,도봉산역 1번,3110406,203718,465573,342.38233297296847
922,서울강월초등학교,37.51634172,126.8334319,신월문화체육센터,3110598,185267,446690,359.1947051573849
923,서울도성초등학교,37.50146201,127.0488722,도성초등학교,3120211,204639,444576,330.4610219677238
924,명일중학교,37.55759545,127.1472905,묘곡초등학교(고덕아이파크아파트),3111085,213598,451279,692.3908369235567
925,구룡중학교,37.48615258,127.056121,개포고등학교,3110994,205433,442662,560.8594214415962
926,목일중학교,37.51354095,126.8740325,신정2동주민센터,3110625,188656,446559,582.664985188671
927,영훈고등학교,37.61468187,127.0280933,숭인시장,3130140,202587,457096,173.4704742561387
928,서울북성초등학교,37.55963212,126.9518349,아현역 1번,3110530,195903,450890,282.40282299325236
929,동명여자중학교,37.56861542,126.9622529,영천시장입구,3110535,196528,452201,159.23955526856795
930,용산중학교,37.54600281,126.9809763,해방촌예술마을,3110080,198518,449757,247.50721805245445
931,서울서교초등학교,37.55488903,126.9243787,홍대 걷고싶은 거리,3130191,193388,450714,134.7650533182664
932,서울경동초등학교,37.5438253,127.050074,성수1가1동주민센터,3110127,204367,449119,257.0418937790288
933,신도고등학교,37.62913251,126.9187486,갈현건영아파트,3110462,192582,458461,451.1872569949243
934,서울신자초등학교,37.53027881,127.0755876,자양한강도서관,3110151,206813,447963,162.86315514075866
935,상현중학교,37.49398955,126.9603433,숭실대입구역 4번,3110839,196190,443894,308.22802673001746
936,서울한산초등학교,37.52869458,127.1410769,둔촌동역 1번(한산중학교),3111073,212348,447971,298.83510266455806
937,대청중학교,37.49043056,127.0583501,대치역,3120220,205508,443861,543.2221443627203
938,양천중학교,37.51900116,126.8305508,신월문화체육센터,3110598,185267,446690,254.8661388504296
939,영동일고등학교,37.51003447,127.089867,새마을시장,3130311,207534,445500,429.0629288825269
940,경기기계공업고등학교,37.63224005,127.0749285,서울과학기술대,3110435,206727,458887,317.68082004343006
941,서울미양초등학교,37.62153242,127.0141334,삼각산119안전센터,3110354,201493,457814,303.5759503409534
942,영파여자고등학교,37.53273562,127.1197395,천호역 6번,3111051,210995,448365,467.1339816036347
943,서울개운초등학교,37.60183902,127.0275962,길음역 10번,3110310,202327,456085,298.567542988504
944,서울중흥초등학교,37.60167188,127.0841422,장안중학교,3110251,207245,455571,288.20279900454045
945,서울잠신초등학교,37.51411407,127.0879435,잠실새내역(신천),3120225,207301,445671,622.3002870759768
946,서울지향초등학교,37.51283768,126.8370238,지향초등학교,3110603,185868,445909,278.67260267138454
947,명지초등학교,37.58362994,126.9282315,명지대학교교회,3110503,193247,453681,427.6416817244079
948,서울쌍문초등학교,37.64836383,127.0242911,쌍문초등학교,3110387,202159,461198,227.44527501205343
949,동성중학교,37.58496996,127.0030976,대학로(혜화역),3120012,200117,453688,292.2547497302726
950,마포고등학교,37.55998867,126.8531334,가양역 10번,3110667,187021,451363,190.75804064968568
951,효문고등학교,37.65269871,127.0184005,효문고등학교,3110385,201627,461645,192.9475209294055
952,서울창원초등학교,37.65264409,127.0399799,도봉구민회관,3110401,203483,461709,266.2259435081263
953,월촌중학교,37.53706518,126.8827588,선유도역 6번,3110760,190490,448546,855.5755389585137
954,동일중학교,37.45193626,126.9158199,동일여자고등학교,3110755,192287,439057,288.88924447583065
955,창덕여자중학교,37.5664328,126.9692102,경향신문사,3110038,197253,451928,56.9201627967345
956,성원중학교,37.53945182,127.0513835,성원중학교,3110128,204412,448741,192.74777928858734
957,서울백석초등학교,37.55364765,126.8624258,등촌역 1번,3110677,188138,450469,294.3593761399703
958,태릉중학교,37.61253191,127.0834355,먹골파출소,3110248,207107,457297,396.7402295172044
959,배재고등학교,37.55505939,127.1502473,고덕역,3120249,213696,450444,457.6622050425183
960,서울장충초등학교,37.55991095,127.0117048,장충초등학교,3110052,201128,451117,100.69690658115962
961,서울동호초등학교,37.54777448,127.0110373,약수역 7번,3110050,200868,450316,520.6384619104529
962,서울인수초등학교,37.64305053,127.0091358,인수중학교,3110340,200791,460520,139.72948786568912
963,여의도중학교,37.5239802,126.9357531,63빌딩,3120150,194670,446691,590.8301632937314
964,수락중학교,37.68314469,127.0548083,누원고등학교,3110413,204198,464883,638.5835546945425
965,예일초등학교,37.6109459,126.9147928,예일여고,3110457,192325,456907,174.25752279113163
966,서울대청초등학교,37.4931481,127.0877673,대청초등학교,3110997,207481,443569,332.4170867571437
967,면목중학교,37.58321586,127.0963033,면목동우체국,3110266,208094,453739,412.2396078809234
968,서울서초초등학교,37.49904877,127.0248915,강남역,3120189,202454,444235,301.35909458004244
969,반포중학교,37.50304393,126.991604,구반포역,3110908,198833,444737,437.3984119024183
970,서울중원초등학교,37.64398229,127.0627832,시영B상가(중계 그린아파트 B 상가),3130155,205667,460390,158.64678247154836
971,장원중학교,37.55396452,127.0060429,다산성곽길,3110047,200639,450609,156.09736304998518
972,서울송파초등학교,37.50713737,127.111119,석촌역 3번,3111015,209895,445180,140.8181598855743
973,서울여자중학교,37.5477805,126.94907,공덕래미안3차아파트,3110583,195817,449922,337.34647976395945
974,화곡중학교,37.5484056,126.8326573,송화벽화시장(송화골목시장),3130214,185468,449994,276.24690187807175
975,서울삼양초등학교,37.62329558,127.0161491,삼양사거리역 2번,3110355,201603,458000,258.8950929983834
976,선정중학교,37.61870451,126.9090316,선정중학교,3110454,192299,457526,365.51634129924093
977,정원여자중학교,37.58538212,126.9333431,정원여중,3110516,194259,453935,153.98670529194652
978,수명고등학교,37.54976186,126.8247662,신광명마을,3110644,184449,449781,268.7688098980701
979,서울영원초등학교,37.51071936,126.9021825,영등포푸르지오아파트,3110785,191520,445527,240.17833787869156
980,신창중학교,37.6285588,127.0474776,번동주공2단지,3110381,203912,458714,285.3350542843111
981,풍납중학교,37.52536544,127.1156283,강동구청역,3120242,210844,447756,757.1661996887309
982,서울응봉초등학교,37.55025339,127.0338297,응봉산,3110113,202786,449918,261.38136324959413
983,청원고등학교,37.66525155,127.0625329,마들역,3120080,205070,462922,453.535172508127
984,서울구로초등학교,37.49746187,126.8865543,구로구민회관,3110715,190138,444205,171.4416982807006
985,언남고등학교,37.47233002,127.0430052,언남고등학교,3110941,203702,441596,191.52857028354836
986,한양대학교사범대학부속고등학교,37.56191884,127.042324,"한양대앞상점가(한양시장, 왕십리맛골목)",3130069,203578,451118,305.34881730202676
987,서울노일초등학교,37.67375444,127.0549667,노원초등학교,3110416,205046,463673,229.14174998026243
988,인창중학교,37.56488513,126.9640232,돈의문센트레빌아파트입구,3110536,196793,451833,129.98094178321597
989,광남고등학교,37.54151472,127.1012139,올림픽대교북단,3120061,208468,449028,485.07867988727793
990,신방학중학교,37.66414043,127.028899,방학초등학교,3110390,202823,462590,303.5153191480475
991,서울은빛초등학교,37.64266166,126.9190801,구파발역,3120089,192798,459742,602.0134073879409
992,서울장위초등학교,37.61144251,127.0500064,장위전통시장,3130125,204520,456886,105.41666229961673
993,남대문중학교,37.61863313,127.0557971,광운대학교 남단,3110418,205120,457577,216.1538702397091
994,성보중학교,37.48072837,126.9209573,호림박물관(성보고등학교),3110860,192858,442483,189.5630126515489
995,서울상신초등학교,37.59755372,126.9046049,상신초등학교입구,3110448,191804,455212,259.7144114664377
996,서울시흥초등학교,37.45534062,126.9046393,시흥초등학교(시흥1동우체국),3110743,191533,439560,30.779645860883498
997,서울우이초등학교,37.63865468,127.0148822,가오리역 2번,3110350,201343,459984,95.38638564113069
998,고려대학교사범대학부속중학교,37.60783857,127.0028302,정릉3동주민센터,3110287,200322,456640,181.97223891698516
999,경수중학교,37.53950904,127.0592712,경수초등학교,3110136,205299,449009,132.88332597965115
1000,서울강일초등학교,37.56525568,127.1772858,강일동주민센터,3111090,215352,451742,311.53864912788646
1001,서울양남초등학교,37.53112324,127.0892343,성동초등학교,3110169,207787,448123,189.5629931423322
1002,서울고등학교,37.48429306,127.0049019,서울고교교차로,3120168,200389,442559,206.72630548223805
1003,세화고등학교,37.50199646,126.99423,서초소방서,3110917,199357,444216,526.7355514005218
1004,진선여자중학교,37.50232303,127.0482866,선릉역,3120210,204364,445017,270.9214848126452
1005,서울상경초등학교,37.67050507,127.0516742,노원초등학교,3110416,205046,463673,544.5654994888371
1006,서울연천초등학교,37.62134929,126.9299179,연신내우체국,3110485,193759,458017,68.55293549965646
1007,선화예술고등학교,37.5509798,127.0870952,아차산역 5번,3110164,207531,450418,301.4775782925472
1008,성일중학교,37.58185023,127.0338291,제기동역 1번,3110189,202945,453360,233.0562569396233
1009,서울문창초등학교,37.48898483,126.9148407,신대방역 1번,3110858,192456,443061,224.346519696746
1010,청량중학교,37.58821921,127.0506225,시조사삼거리,3110208,204642,454283,171.49374066331865
1011,서울반원초등학교,37.510312,127.0040536,고속터미널(고속터미널역),3120167,200465,445065,593.2873193139397
1012,서울압구정초등학교,37.53173911,127.0308441,신사상가,3130304,202510,448092,225.7457840291664
1013,광남중학교,37.54083041,127.1016205,올림픽대교북단,3120061,208468,449028,513.09960611936
1014,예일여자고등학교,37.6109459,126.9147928,예일여고,3110457,192325,456907,174.25752279113163
1015,영등포공업고등학교,37.56983562,126.8500283,양천향교역 5번,3110657,186180,451900,678.0454000951363
1016,대원고등학교,37.56249279,127.0894374,대원고등학교,3110168,207751,451529,173.327427324702
1017,동북초등학교,37.65634868,127.0268766,연산군묘,3110386,202103,462367,576.0853889928597
1018,서울충무초등학교,37.56194948,127.0012351,충무초등학교,3110043,200090,451226,154.93435814216826
1019,상문고등학교,37.47975543,127.0039168,서울고교교차로,3120168,200389,442559,304.7371578590622
1020,서울녹천초등학교,37.6285066,127.0631172,월계역 3번,3110417,205127,459237,645.7128993211878
1021,광성중학교,37.54869756,126.9359696,서강대역 1번,3110572,194437,450111,221.6349505111441
1022,서울대림초등학교,37.5006148,126.9248833,신대방삼거리역 4번(대림초등학교),3110822,193481,444719,189.48657208458013
1023,풍성중학교,37.52543858,127.1128839,잠실나루역,3111011,209225,446847,896.8274844784131
1024,용강중학교,37.52157693,126.9754853,이촌종합시장,3130058,197769,446792,124.77440067874687
1025,상명고등학교,37.64954781,127.0680416,상계백병원,3120082,205497,460926,538.0208941457009
1026,노원중학교,37.64936114,127.059692,상계주공1단지(가)상가,3130154,205249,460811,272.80596586878676
1027,서울성북초등학교,37.59405389,126.9987754,성북초등학교앞,3110283,199941,454796,154.97066758207325
1028,서울창서초등학교,37.55814305,126.9334809,서대문우체국,3110514,194063,451114,165.72160825972907
1029,영훈국제중학교,37.61468187,127.0280933,숭인시장,3130140,202587,457096,173.4704742561387
1030,서울월곡초등학교,37.61002442,127.046081,장위동성당,3110326,204220,456971,296.0361570524315
1031,아현중학교,37.55640071,126.9565,아현시장,3130198,195969,450765,187.38821768025673
1032,서울신사초등학교,37.5928019,126.9119832,새절역 3번,3110452,192273,454515,296.292054357744
1033,서울영문초등학교,37.51980741,126.8875891,문래소공원,3110758,189992,446829,139.7399625120073
1034,서울항공비즈니스고등학교,37.56921778,126.8170408,신방화역 2번,3110638,183578,452151,263.7041062996557
1035,서초고등학교,37.48961169,127.0053782,서초중학교,3110925,200617,443038,343.59796032241746
1036,대경생활과학고등학교,37.55637326,127.0169792,청구역 3번,3110054,201174,450806,329.3539187861018
1037,경복초등학교,37.54982961,127.0867934,광진초등학교,3110172,207912,449734,388.8841185928945
1038,마곡하늬중학교,37.55812766,126.8209848,강서구다솔마을,3110643,183982,450681,352.4174545199252
1039,태릉고등학교,37.61916383,127.0855576,화랑대역 7번,3110250,207225,457577,363.74276937561024
1040,염광여자메디텍고등학교,37.63028445,127.0492646,번동주공2단지,3110381,203912,458714,503.8177549084334
1041,동구여자중학교,37.5941935,127.0082153,삼선중학교,3110293,200919,454642,370.9464507947615
1042,서울디지텍고등학교,37.53896942,126.9906121,경리단길남측,3110085,199260,448806,92.66933971823002
1043,상명초등학교,37.64872348,127.0669678,상계백병원,3120082,205497,460926,421.9222597464134
1044,수유중학교,37.6315652,127.0104838,화계중학교,3110344,201103,459244,224.68146672283382
1045,서울매동초등학교,37.57749965,126.9669415,체부동홍종문가옥,3110013,197340,453202,277.2820285745441
1046,서울영남초등학교,37.47612262,126.9092099,난곡중학교,3110751,191767,442077,298.1887020511819
1047,세그루패션디자인고등학교,37.65634868,127.0268766,연산군묘,3110386,202103,462367,576.0853889928597
1048,은평메디텍고등학교,37.63534652,126.9297048,하나고등학교,3110492,194584,460074,959.0212959169507
1049,노곡중학교,37.64880251,127.0537437,상계주공1단지(가)상가,3130154,205249,460811,547.9110486797105
1050,서울대조초등학교,37.61357914,126.9193022,구산역 1번,3110473,193014,457016,169.4997344481713
1051,덕성여자고등학교,37.57776082,126.9835581,북촌(안국역),3120007,198741,453290,247.98312762849494
1052,솔샘고등학교,37.62366717,127.0121354,구세군강북종합사회복지관,3110347,201194,458466,266.175141407583
1053,서울선사초등학교,37.55584691,127.128196,선사초등학교,3111055,211367,450633,86.75461408170003
1054,녹천중학교,37.63108361,127.0617375,월계역 3번,3110417,205127,459237,370.5730310508072
1055,도봉중학교,37.67088384,127.0458717,방학역 2번,3110410,203939,463274,224.8899181179999
1056,서울창신초등학교,37.57621147,127.0142837,창신역 4번,3110033,201471,453118,260.5417413252512
1057,서울우면초등학교,37.47229555,127.0237894,우면주공아파트,3110934,202315,441057,427.98273063332636
1058,창동중학교,37.66322957,127.0489975,창동중학교,3110412,204240,462445,195.45206674905955
1059,서울재동초등학교,37.58002991,126.9851778,북촌(안국역),3120007,198741,453290,108.8656011490991
1060,구현고등학교,37.50220279,126.8744458,구로역,3120125,189215,444765,316.98958265375626
1061,대광초등학교,37.57915104,127.0234459,신설동역 12번,3110037,201949,453159,178.42846252541287
1062,서울등양초등학교,37.56494704,126.8447602,양천향교역 5번,3110657,186180,451900,205.00851785858904
1063,서울연은초등학교,37.59051222,126.9251778,명지전문대,3110504,193319,454064,493.91160438925016
1064,서울신정초등학교,37.53207171,126.8523579,화곡2동주민센터,3110668,187035,448118,95.51573027950562
1065,둔촌중학교,37.53083609,127.1463317,둔촌고등학교(둔촌중학교),3111079,212802,447928,132.40595137689638
1066,봉림중학교,37.48119817,126.9377027,봉천역 4번(봉천110안전센터),3110884,194626,442864,465.15021624164615
1067,서울세검정초등학교,37.60346883,126.9609387,세검정초등학교,3110003,196389,455998,162.02930693349683
1068,한울중학교,37.46240099,126.9071815,한울중학교,3110752,191944,440258,173.71790658528786
1069,서울한강초등학교,37.52522655,126.965079,한강로동땡땡거리(은행나무길),3110062,196643,447278,271.4330406147111
1070,선사고등학교,37.55631588,127.1357998,암사역 1번,3111061,211593,450267,641.1826409487317
1071,서울매봉초등학교,37.50491523,126.8443653,세곡초등학교,3110694,186504,445043,265.78199005844687
1072,서울등원초등학교,37.55981354,126.850069,등촌3동주민센터,3110660,186507,450988,296.23714217289836
1073,서울토성초등학교,37.53188286,127.1156331,풍납초등학교(풍납백제문화공원),3111018,210296,448588,544.253455447046
1074,대신중학교,37.57310947,126.9612545,대신고등학교,3110004,196517,452627,60.77292476206208
1075,공항중학교,37.56217751,126.8149668,송정역 2번,3110637,183536,451403,117.3385059282425
1076,서울중랑초등학교,37.58966282,127.0755035,메가박스 상봉,3110237,206601,454652,205.1136653382949
1077,영남중학교,37.49787218,126.8958365,대림역 5번,3110766,190843,444085,195.64990566277535
1078,증산중학교,37.58381539,126.9049399,증산역 3번,3110449,191787,453767,188.5015911645303
1079,용문고등학교,37.58869033,127.0246608,보문역 4번,3110304,201853,454151,380.0758922297619
1080,서울중마초등학교,37.56579084,127.0790239,중곡어린이공원,3110152,206897,451708,131.76599571139138
1081,세종초등학교,37.5530111,127.0728646,세종대학교,3110149,206730,450336,296.4672924292861
1082,백운중학교,37.65640592,127.0359041,쌍문2동우체국,3110398,203278,461696,200.6893707067236
1083,서울여자고등학교,37.5477805,126.94907,공덕래미안3차아파트,3110583,195817,449922,337.34647976395945
1084,서울장월초등학교,37.62194109,127.0471628,번동시장,3130124,204237,457971,100.18666628779887
1085,서울조원초등학교,37.48417783,126.909581,신림중앙시장(조원동 펭귄시장),3130276,192184,442657,204.39909416585522
1086,강일고등학교,37.5638281,127.1779035,강일동주민센터,3111090,215352,451742,391.27514124677265
1087,삼성고등학교,37.46913998,126.9436438,서울산업정보학교(서울삼성초등학교),3110887,194840,441125,180.1931414187335
1088,신명중학교,37.54181449,127.1492919,길동신동아아파트,3111084,213077,449188,121.28260638156468
1089,동북고등학교,37.52024061,127.1394507,둔촌역,3120245,211926,447436,786.57664703744
1090,수도여자고등학교,37.49280146,126.9149071,신대방역 4번,3110819,192134,443262,561.8244008708053
1091,신서고등학교,37.52391432,126.8602096,양목초등학교,3110616,187814,447073,195.44704695175218
1092,서울고원초등학교,37.49761122,126.8657993,고척중학교,3110704,187951,444448,270.72186322823507
1093,공항고등학교,37.57046109,126.8185198,공항고등학교,3110641,183939,452510,172.4711816184168
1094,서울수락초등학교,37.68450319,127.0551852,누원고등학교,3110413,204198,464883,677.2185900667183
1095,서연중학교,37.56822527,126.9273336,서연중학교,3110508,193595,452248,169.86800772977767
1096,서울신대림초등학교,37.49215682,126.9058543,대림성모병원,3110789,191713,443474,168.31662811540625
1097,서울광장초등학교,37.54854922,127.1017999,장로회신학대학교,3110178,209139,449838,154.9460358912786
1098,강명중학교,37.55559343,127.1748967,고덕 골목형상점가,3130326,215010,450928,504.2603902700281
1099,서울성내초등학교,37.53135786,127.1225001,강동구청(강동구청역 2번),3111050,211002,447924,187.01029976703165
1100,성동초등학교,37.53328137,127.089281,성동초등학교,3110169,207787,448123,130.57489399962844
1101,서울당곡초등학교,37.49016812,126.9303698,당곡중학교,3110873,193763,443532,141.07804583482547
1102,국립전통예술고등학교,37.44637006,126.9064871,백산초등학교,3110748,191556,438797,294.4241142340305
1103,서울행당초등학교,37.55701913,127.0348734,왕십리역 9번,3110118,203170,450924,126.96414147416446
1104,서울언남초등학교,37.45411333,127.0614475,본마을노인복지센터(서초구립내곡도서관),3110945,204653,439500,788.6493094224935
1105,서울마포초등학교,37.53860225,126.949816,도화동 상점가,3130195,195525,448962,176.85305170980013
1106,이화여자대학교병설미디어고등학교,37.6031324,127.1053324,망우본동주민센터,3110278,209142,455775,240.92769289337616
1107,마포중학교,37.55998867,126.8531334,가양역 10번,3110667,187021,451363,190.75804064968568
1108,명지고등학교,37.58491135,126.9270902,명지전문대,3110504,193319,454064,275.582038046001
1109,서울의료보건고등학교,37.55729809,126.9667727,중림동,3120018,197143,451108,256.419456525054
1110,서울신암초등학교,37.55002367,127.1244044,암사역 3번(천호동자전거거리),3111052,211055,449828,243.3832539780751
1111,중앙여자중학교,37.56317672,126.9540593,아현역 2번,3110532,196252,451127,498.719380853621
1112,서울구산초등학교,37.61275096,126.9093765,구산초등학교,3110447,191809,457108,208.22954918441908
1113,영훈초등학교,37.61468187,127.0280933,숭인시장,3130140,202587,457096,173.4704742561387
1114,경성고등학교,37.56351064,126.9191663,경성고등학교,3110558,192565,451651,308.2755382506961
1115,서울남명초등학교,37.515684,126.8540837,신정3동 골목시장,3130206,187022,446574,328.5392345572773
1116,서울치현초등학교,37.57591915,126.8146456,방화역 1번,3110640,183716,453166,237.14482186450323
1117,서울염창초등학교,37.55322614,126.8676002,등촌역 1번,3110677,188138,450469,170.0731712309217
1118,성수공업고등학교,37.54054,127.0512991,성수1가1동주민센터,3110127,204367,449119,202.0649152642094
1119,송곡여자중학교,37.60668904,127.1051455,망우본동주민센터,3110278,209142,455775,592.859285710859
1120,선정국제관광고등학교,37.61870451,126.9090316,선정중학교,3110454,192299,457526,365.51634129924093
1121,성서중학교,37.5627873,126.9079522,마포구청역 4번,3110548,191712,451412,168.3859443615397
1122,명일여자고등학교,37.54977633,127.1495815,굽은다리역 3번,3111080,212907,449841,368.80679908683203
1123,서울강빛초등학교,37.57432025,127.1707749,강일동주민센터,3111090,215352,451742,1058.4711899329393
1124,서울영일초등학교,37.48564539,126.8838134,남구로역 3번,3110710,189736,443055,138.2160089763526
1125,대림중학교,37.49231887,126.9074673,대림성모병원,3110789,191713,443474,209.26450946428886
1126,명덕고등학교,37.55390749,126.8342914,우장산역 4번,3110645,185289,450314,198.358061871528
1127,서울용답초등학교,37.56073011,127.0537608,서울교통공사,3110133,205004,451461,332.9481187583179
1128,서울고명초등학교,37.55297253,127.1474362,명일역,3120248,212758,450202,331.0107384694796
